Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fv/Fm
2022-04-04 11:20:21,4443125,2022-04-04,11:20:20,F,239,99,225,125,0.56,29.4,0.56
2022-04-04 11:20:31,4453422,2022-04-04,11:20:31,F,240,97,214,190,0.547,43.7,0.56
2022-04-04 11:20:41,4463727,2022-04-04,11:20:41,F,241,108,211,285,0.488,58.4,0.56
2022-04-04 11:20:52,4474022,2022-04-04,11:20:51,F,242,126,207,420,0.391,69,0.56
2022-04-04 11:21:02,4484319,2022-04-04,11:21:01,F,243,133,190,625,0.3,78.8,0.56
2022-04-04 11:21:04,4486872,2022-04-04,11:21:04,SLCE,,Light Curve end ,,,,,
2022-04-04 11:23:01,4603748,2022-04-04,11:23:01,SLCS,,Light Curve start ,,,,,
2022-04-04 11:23:01,4603748,2022-04-04,11:23:01,REG1,,"#1: alpha: 0.311, ETRm: 54.874, Ik: 176.511   ( beta: 0.072, ETRmPot: 99.397 ) ",,,,,
2022-04-04 11:23:01,4603748,2022-04-04,11:23:01,REG2,,"#1: alpha: 0.266, ETRm: 54.630, Ik: 204.997 ",,,,,
2022-04-04 11:23:03,4605508,2022-04-04,11:23:03,FO,244,119,450,0,0.736,0,0.736
2022-04-04 11:23:13,4615804,2022-04-04,11:23:13,F,245,179,445,45,0.598,11.3,0.736
2022-04-04 11:23:24,4626104,2022-04-04,11:23:23,F,246,179,436,66,0.589,16.3,0.736
2022-04-04 11:23:34,4636399,2022-04-04,11:23:33,F,247,179,427,90,0.581,22,0.736
2022-04-04 11:23:44,4646698,2022-04-04,11:23:44,F,248,182,422,125,0.569,29.9,0.736
2022-04-04 11:23:55,4656995,2022-04-04,11:23:54,F,249,201,417,190,0.518,41.3,0.736
2022-04-04 11:24:05,4667297,2022-04-04,11:24:04,F,250,242,403,285,0.4,47.9,0.736
2022-04-04 11:24:15,4677597,2022-04-04,11:24:15,F,251,265,376,420,0.295,52,0.736
2022-04-04 11:24:25,4687891,2022-04-04,11:24:25,F,252,265,335,625,0.209,54.9,0.736
2022-04-04 11:24:28,4690461,2022-04-04,11:24:28,SLCE,,Light Curve end ,,,,,
2022-04-04 11:25:26,4748243,2022-04-04,11:25:25,SLCS,,Light Curve start ,,,,,
2022-04-04 11:25:26,4748243,2022-04-04,11:25:25,REG1,,"#1: alpha: 0.260, ETRm: 218.289, Ik: 838.906   ( beta: 0.966, ETRmPot: 2493.345 ) ",,,,,
2022-04-04 11:25:26,4748243,2022-04-04,11:25:25,REG2,,"#1: alpha: 0.248, ETRm: 153.373, Ik: 618.725 ",,,,,
2022-04-04 11:25:28,4749981,2022-04-04,11:25:27,FO,253,47,176,0,0.733,0,0.733
2022-04-04 11:25:38,4760281,2022-04-04,11:25:37,F,254,67,167,45,0.599,11.3,0.733
2022-04-04 11:25:48,4770584,2022-04-04,11:25:48,F,255,67,166,66,0.596,16.5,0.733
2022-04-04 11:25:58,4780879,2022-04-04,11:25:58,F,256,65,161,90,0.596,22.5,0.733
2022-04-04 11:26:09,4791179,2022-04-04,11:26:08,F,257,66,157,125,0.58,30.5,0.733
2022-04-04 11:26:19,4801481,2022-04-04,11:26:19,F,258,67,156,190,0.571,45.6,0.733
2022-04-04 11:26:29,4811775,2022-04-04,11:26:29,F,259,68,151,285,0.55,65.8,0.733
2022-04-04 11:26:40,4822074,2022-04-04,11:26:39,F,260,85,175,420,0.514,90.7,0.733
2022-04-04 11:26:48,4830381,2022-04-04,11:26:47,SLCE,,Light Curve end ,,,,,
2022-04-04 11:27:27,4869280,2022-04-04,11:27:26,SLCS,,Light Curve start ,,,,,
2022-04-04 11:27:27,4869280,2022-04-04,11:27:26,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.029, ETRmPot: 38.663 ) ",,,,,
2022-04-04 11:27:27,4869280,2022-04-04,11:27:26,REG2,,"#1: alpha: 0.216, ETRm: 59.195, Ik: 273.585 ",,,,,
2022-04-04 11:27:29,4870967,2022-04-04,11:27:28,FO,261,101,342,0,0.705,0,0.705
2022-04-04 11:27:39,4881266,2022-04-04,11:27:38,F,262,146,336,45,0.565,10.7,0.705
2022-04-04 11:27:49,4891568,2022-04-04,11:27:49,F,263,143,326,66,0.561,15.6,0.705
2022-04-04 11:27:59,4901864,2022-04-04,11:27:59,F,264,143,315,90,0.546,20.6,0.705
2022-04-04 11:28:10,4912167,2022-04-04,11:28:09,F,265,145,303,125,0.521,27.4,0.705
2022-04-04 11:28:20,4922458,2022-04-04,11:28:20,F,266,156,283,190,0.449,35.8,0.705
2022-04-04 11:28:30,4932759,2022-04-04,11:28:30,F,267,164,256,285,0.359,43,0.705
2022-04-04 11:28:41,4943055,2022-04-04,11:28:40,F,268,162,226,420,0.283,49.9,0.705
2022-04-04 11:28:51,4953358,2022-04-04,11:28:50,F,269,152,199,625,0.236,62,0.705
2022-04-04 11:28:53,4955902,2022-04-04,11:28:53,SLCE,,Light Curve end ,,,,,
2022-04-04 11:30:43,5065473,2022-04-04,11:30:43,SLCS,,Light Curve start ,,,,,
2022-04-04 11:30:43,5065473,2022-04-04,11:30:43,REG1,,"#1: alpha: 0.251, ETRm: 92.519, Ik: 368.728   ( beta: 2.440, ETRmPot: 2570.517 ) ",,,,,
2022-04-04 11:30:43,5065473,2022-04-04,11:30:43,REG2,,"#1: alpha: 0.222, ETRm: 91.517, Ik: 411.502 ",,,,,
2022-04-04 11:30:45,5067144,2022-04-04,11:30:44,FO,270,93,243,0,0.617,0,0.617
2022-04-04 11:30:55,5077435,2022-04-04,11:30:55,F,271,123,241,45,0.49,9.3,0.617
2022-04-04 11:31:05,5087740,2022-04-04,11:31:05,F,272,123,248,66,0.504,14,0.617
2022-04-04 11:31:16,5098038,2022-04-04,11:31:15,F,273,124,254,90,0.512,19.4,0.617
2022-04-04 11:31:26,5108341,2022-04-04,11:31:25,F,274,126,255,125,0.506,26.6,0.617
2022-04-04 11:31:36,5118639,2022-04-04,11:31:36,F,275,126,254,190,0.504,40.2,0.617
2022-04-04 11:31:47,5128937,2022-04-04,11:31:46,F,276,128,240,285,0.467,55.9,0.617
2022-04-04 11:31:57,5139235,2022-04-04,11:31:56,F,277,125,206,420,0.393,69.3,0.617
2022-04-04 11:32:07,5149529,2022-04-04,11:32:07,F,278,118,173,625,0.318,83.5,0.617
2022-04-04 11:32:09,5151912,2022-04-04,11:32:09,SLCE,,Light Curve end ,,,,,
2022-04-04 11:32:29,5171671,2022-04-04,11:32:29,SLCS,,Light Curve start ,,,,,
2022-04-04 11:32:29,5171671,2022-04-04,11:32:29,REG1,,"#1: alpha: 0.256, ETRm: 83.272, Ik: 325.850   ( beta: 2.376, ETRmPot: 2216.354 ) ",,,,,
2022-04-04 11:32:29,5171671,2022-04-04,11:32:29,REG2,,"#1: alpha: 0.224, ETRm: 83.758, Ik: 373.140 ",,,,,
2022-04-04 11:32:31,5173426,2022-04-04,11:32:31,FO,279,87,198,0,0.561,0,0.561
2022-04-04 11:32:41,5183729,2022-04-04,11:32:41,F,280,99,201,45,0.507,9.6,0.561
2022-04-04 11:32:52,5194028,2022-04-04,11:32:51,F,281,107,218,66,0.509,14.1,0.561
2022-04-04 11:33:02,5204324,2022-04-04,11:33:01,F,282,107,218,90,0.509,19.2,0.561
2022-04-04 11:33:12,5214620,2022-04-04,11:33:12,F,283,110,223,125,0.507,26.6,0.561
2022-04-04 11:33:23,5224923,2022-04-04,11:33:22,F,284,117,228,190,0.487,38.9,0.561
2022-04-04 11:33:33,5235222,2022-04-04,11:33:32,F,285,120,223,285,0.462,55.3,0.561
2022-04-04 11:33:43,5245516,2022-04-04,11:33:43,F,286,120,195,420,0.385,67.9,0.561
2022-04-04 11:33:53,5255815,2022-04-04,11:33:53,F,287,114,162,625,0.296,77.7,0.561
2022-04-04 11:33:56,5258298,2022-04-04,11:33:55,SLCE,,Light Curve end ,,,,,
2022-04-04 11:34:45,5307800,2022-04-04,11:34:45,SLCS,,Light Curve start ,,,,,
2022-04-04 11:34:45,5307800,2022-04-04,11:34:45,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 61.287 ) ",,,,,
2022-04-04 11:34:45,5307800,2022-04-04,11:34:45,REG2,,"#1: alpha: 0.250, ETRm: 60.822, Ik: 243.056 ",,,,,
2022-04-04 11:34:47,5309506,2022-04-04,11:34:47,FO,288,112,443,0,0.747,0,0.747
2022-04-04 11:34:57,5319804,2022-04-04,11:34:57,F,289,171,447,45,0.617,11.7,0.747
2022-04-04 11:35:08,5330106,2022-04-04,11:35:07,F,290,165,422,66,0.609,16.9,0.747
2022-04-04 11:35:18,5340401,2022-04-04,11:35:17,F,291,158,406,90,0.611,23.1,0.747
2022-04-04 11:35:28,5350703,2022-04-04,11:35:28,F,292,172,399,125,0.569,29.9,0.747
2022-04-04 11:35:39,5361001,2022-04-04,11:35:38,F,293,188,368,190,0.489,39,0.747
2022-04-04 11:35:49,5371297,2022-04-04,11:35:48,F,294,194,325,285,0.403,48.2,0.747
2022-04-04 11:35:59,5381599,2022-04-04,11:35:59,F,295,188,275,420,0.316,55.7,0.747
2022-04-04 11:36:09,5391900,2022-04-04,11:36:09,F,296,177,232,625,0.237,62.2,0.747
2022-04-04 11:36:12,5394473,2022-04-04,11:36:12,SLCE,,Light Curve end ,,,,,
2022-04-04 11:37:09,5451873,2022-04-04,11:37:09,SLCS,,Light Curve start ,,,,,
2022-04-04 11:37:09,5451873,2022-04-04,11:37:09,REG1,,"#1: alpha: 0.326, ETRm: 76.387, Ik: 234.611   ( beta: 0.001, ETRmPot: 78.173 ) ",,,,,
2022-04-04 11:37:09,5451873,2022-04-04,11:37:09,REG2,,"#1: alpha: 0.267, ETRm: 71.109, Ik: 266.362 ",,,,,
2022-04-04 11:37:11,5453586,2022-04-04,11:37:11,FO,297,89,328,0,0.729,0,0.729
2022-04-04 11:37:21,5463886,2022-04-04,11:37:21,F,298,117,327,45,0.642,12.1,0.729
2022-04-04 11:37:32,5474190,2022-04-04,11:37:31,F,299,119,319,66,0.627,17.4,0.729
2022-04-04 11:37:42,5484490,2022-04-04,11:37:42,F,300,110,302,90,0.636,24,0.729
2022-04-04 11:37:52,5494782,2022-04-04,11:37:52,F,301,112,291,125,0.615,32.3,0.729
2022-04-04 11:38:03,5505082,2022-04-04,11:38:02,F,302,123,275,190,0.553,44.1,0.729
2022-04-04 11:38:13,5515384,2022-04-04,11:38:12,F,303,136,251,285,0.458,54.8,0.729
2022-04-04 11:38:23,5525679,2022-04-04,11:38:23,F,304,149,231,420,0.355,62.6,0.729
2022-04-04 11:38:34,5535975,2022-04-04,11:38:33,F,305,153,211,625,0.275,72.2,0.729
2022-04-04 11:38:36,5538811,2022-04-04,11:38:36,SLCE,,Light Curve end ,,,,,
2022-04-04 11:39:53,5615015,2022-04-04,11:39:52,SLCS,,Light Curve start ,,,,,
2022-04-04 11:39:53,5615015,2022-04-04,11:39:52,REG1,,"#1: alpha: 0.295, ETRm: 71.943, Ik: 243.853   ( beta: 2.791, ETRmPot: 1946.961 ) ",,,,,
2022-04-04 11:39:53,5615015,2022-04-04,11:39:52,REG2,,"#1: alpha: 0.258, ETRm: 72.979, Ik: 282.930 ",,,,,
2022-04-04 11:39:54,5616766,2022-04-04,11:39:54,FO,306,107,382,0,0.72,0,0.72
2022-04-04 11:40:05,5627065,2022-04-04,11:40:04,F,307,160,380,45,0.579,10.9,0.72
2022-04-04 11:40:15,5637365,2022-04-04,11:40:14,F,308,153,365,66,0.581,16.1,0.72
2022-04-04 11:40:25,5647665,2022-04-04,11:40:25,F,309,151,356,90,0.576,21.8,0.72
2022-04-04 11:40:36,5657958,2022-04-04,11:40:35,F,310,147,348,125,0.578,30.3,0.72
2022-04-04 11:40:46,5668264,2022-04-04,11:40:45,F,311,150,335,190,0.552,44,0.72
2022-04-04 11:40:56,5678560,2022-04-04,11:40:56,F,312,168,317,285,0.47,56.3,0.72
2022-04-04 11:41:06,5688863,2022-04-04,11:41:06,F,313,188,296,420,0.365,64.4,0.72
2022-04-04 11:41:17,5699157,2022-04-04,11:41:16,F,314,193,266,625,0.274,71.9,0.72
2022-04-04 11:41:19,5701740,2022-04-04,11:41:19,SLCE,,Light Curve end ,,,,,
2022-04-04 11:42:08,5750908,2022-04-04,11:42:08,SLCS,,Light Curve start ,,,,,
2022-04-04 11:42:08,5750908,2022-04-04,11:42:08,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.021, ETRmPot: 51.568 ) ",,,,,
2022-04-04 11:42:08,5750908,2022-04-04,11:42:08,REG2,,"#1: alpha: 0.229, ETRm: 63.500, Ik: 277.081 ",,,,,
2022-04-04 11:42:10,5752653,2022-04-04,11:42:10,FO,315,93,381,0,0.756,0,0.756
2022-04-04 11:42:21,5762946,2022-04-04,11:42:20,F,316,153,372,45,0.589,11.1,0.756
2022-04-04 11:42:31,5773249,2022-04-04,11:42:30,F,317,150,354,66,0.576,16,0.756
2022-04-04 11:42:41,5783545,2022-04-04,11:42:41,F,318,146,343,90,0.574,21.7,0.756
2022-04-04 11:42:51,5793849,2022-04-04,11:42:51,F,319,152,333,125,0.544,28.6,0.756
2022-04-04 11:43:02,5804144,2022-04-04,11:43:01,F,320,169,318,190,0.469,37.4,0.756
2022-04-04 11:43:12,5814436,2022-04-04,11:43:12,F,321,180,295,285,0.39,46.7,0.756
2022-04-04 11:43:22,5824735,2022-04-04,11:43:22,F,322,184,268,420,0.313,55.2,0.756
2022-04-04 11:43:33,5835040,2022-04-04,11:43:32,F,323,183,243,625,0.247,64.8,0.756
2022-04-04 11:43:36,5838083,2022-04-04,11:43:35,SLCE,,Light Curve end ,,,,,
2022-04-04 11:45:06,5928666,2022-04-04,11:45:06,SLCS,,Light Curve start ,,,,,
2022-04-04 11:45:06,5928666,2022-04-04,11:45:06,REG1,,"#1: alpha: 0.288, ETRm: 61.931, Ik: 214.995   ( beta: 0.133, ETRmPot: 153.857 ) ",,,,,
2022-04-04 11:45:06,5928666,2022-04-04,11:45:06,REG2,,"#1: alpha: 0.250, ETRm: 62.225, Ik: 249.202 ",,,,,
2022-04-04 11:45:08,5930423,2022-04-04,11:45:08,FO,324,108,394,0,0.726,0,0.726
2022-04-04 11:45:18,5940719,2022-04-04,11:45:18,F,325,175,404,45,0.567,10.7,0.726
2022-04-04 11:45:29,5951028,2022-04-04,11:45:28,F,326,173,395,66,0.562,15.6,0.726
2022-04-04 11:45:39,5961323,2022-04-04,11:45:38,F,327,169,384,90,0.56,21.2,0.726
2022-04-04 11:45:49,5971620,2022-04-04,11:45:49,F,328,167,374,125,0.553,29,0.726
2022-04-04 11:46:00,5981920,2022-04-04,11:45:59,F,329,176,363,190,0.515,41.1,0.726
2022-04-04 11:46:10,5992216,2022-04-04,11:46:09,F,330,191,332,285,0.425,50.9,0.726
2022-04-04 11:46:20,6002516,2022-04-04,11:46:20,F,331,194,285,420,0.319,56.3,0.726
2022-04-04 11:46:30,6012814,2022-04-04,11:46:30,F,332,182,239,625,0.238,62.5,0.726
2022-04-04 11:46:33,6015794,2022-04-04,11:46:33,SLCE,,Light Curve end ,,,,,
2022-04-04 11:46:59,6041236,2022-04-04,11:46:58,SLCS,,Light Curve start ,,,,,
2022-04-04 11:46:59,6041236,2022-04-04,11:46:58,REG1,,"#1: alpha: 0.326, ETRm: 69.381, Ik: 212.897   ( beta: 0.939, ETRmPot: 635.451 ) ",,,,,
2022-04-04 11:46:59,6041236,2022-04-04,11:46:58,REG2,,"#1: alpha: 0.302, ETRm: 58.895, Ik: 195.095 ",,,,,
2022-04-04 11:47:00,6042908,2022-04-04,11:47:00,FO,333,35,121,0,0.711,0,0.711
2022-04-04 11:47:11,6053212,2022-04-04,11:47:10,F,334,61,154,45,0.604,11.4,0.711
2022-04-04 11:47:21,6063505,2022-04-04,11:47:21,F,335,65,164,66,0.604,16.7,0.711
2022-04-04 11:47:31,6073806,2022-04-04,11:47:31,F,336,93,225,90,0.587,22.2,0.711
2022-04-04 11:47:42,6084105,2022-04-04,11:47:41,F,337,33,151,125,0.781,41,0.711
2022-04-04 11:47:52,6094406,2022-04-04,11:47:51,F,338,116,244,190,0.525,41.9,0.711
2022-04-04 11:47:58,6100127,2022-04-04,11:47:57,SLCE,,Light Curve end ,,,,,
2022-04-04 11:49:05,6167809,2022-04-04,11:49:05,SLCS,,Light Curve start ,,,,,
2022-04-04 11:49:05,6167809,2022-04-04,11:49:05,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.035, ETRmPot: 56.870 ) ",,,,,
2022-04-04 11:49:05,6167809,2022-04-04,11:49:05,REG2,,"#1: alpha: 0.237, ETRm: 82.285, Ik: 347.412 ",,,,,
2022-04-04 11:49:07,6169592,2022-04-04,11:49:07,FO,339,39,149,0,0.738,0,0.738
2022-04-04 11:49:17,6179896,2022-04-04,11:49:17,F,340,66,164,45,0.598,11.3,0.738
2022-04-04 11:49:28,6190193,2022-04-04,11:49:27,F,341,68,174,66,0.609,16.9,0.738
2022-04-04 11:49:38,6200491,2022-04-04,11:49:38,F,342,74,182,90,0.593,22.4,0.738
2022-04-04 11:49:48,6210790,2022-04-04,11:49:48,F,343,78,186,125,0.581,30.5,0.738
2022-04-04 11:49:59,6221086,2022-04-04,11:49:58,F,344,89,189,190,0.529,42.2,0.738
2022-04-04 11:50:09,6231388,2022-04-04,11:50:08,F,345,104,188,285,0.447,53.5,0.738
2022-04-04 11:50:19,6241681,2022-04-04,11:50:19,F,346,111,175,420,0.366,64.6,0.738
2022-04-04 11:50:30,6251981,2022-04-04,11:50:29,F,347,110,159,625,0.308,80.9,0.738
2022-04-04 11:50:33,6254975,2022-04-04,11:50:32,SLCE,,Light Curve end ,,,,,
2022-04-04 11:51:16,6298245,2022-04-04,11:51:15,SLCS,,Light Curve start ,,,,,
2022-04-04 11:51:16,6298245,2022-04-04,11:51:15,REG1,,"#1: alpha: 0.301, ETRm: 56.935, Ik: 189.050   ( beta: 1.642, ETRmPot: 919.867 ) ",,,,,
2022-04-04 11:51:16,6298245,2022-04-04,11:51:15,REG2,,"#1: alpha: 0.265, ETRm: 56.930, Ik: 215.195 ",,,,,
2022-04-04 11:51:18,6299975,2022-04-04,11:51:17,FO,348,98,370,0,0.735,0,0.735
2022-04-04 11:51:28,6310278,2022-04-04,11:51:27,F,349,149,379,45,0.607,11.5,0.735
2022-04-04 11:51:38,6320576,2022-04-04,11:51:38,F,350,148,368,66,0.598,16.6,0.735
2022-04-04 11:51:48,6330873,2022-04-04,11:51:48,F,351,143,359,90,0.602,22.8,0.735
2022-04-04 11:51:59,6341172,2022-04-04,11:51:58,F,352,151,345,125,0.562,29.5,0.735
2022-04-04 11:52:09,6351474,2022-04-04,11:52:09,F,353,179,350,190,0.489,39,0.735
2022-04-04 11:52:19,6361767,2022-04-04,11:52:19,F,354,173,306,285,0.435,52.1,0.735
2022-04-04 11:52:30,6372066,2022-04-04,11:52:29,F,355,191,275,420,0.305,53.8,0.735
2022-04-04 11:52:40,6382366,2022-04-04,11:52:39,F,356,206,262,625,0.214,56.2,0.735
2022-04-04 11:52:42,6384753,2022-04-04,11:52:42,SLCE,,Light Curve end ,,,,,
2022-04-04 11:54:06,6467977,2022-04-04,11:54:05,SLCS,,Light Curve start ,,,,,
2022-04-04 11:54:06,6467977,2022-04-04,11:54:05,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.022, ETRmPot: 54.744 ) ",,,,,
2022-04-04 11:54:06,6467977,2022-04-04,11:54:05,REG2,,"#1: alpha: 0.265, ETRm: 66.853, Ik: 252.169 ",,,,,
2022-04-04 11:54:07,6469656,2022-04-04,11:54:07,FO,357,66,300,0,0.78,0,0.78
2022-04-04 11:54:18,6479955,2022-04-04,11:54:17,F,358,114,291,45,0.608,11.5,0.78
2022-04-04 11:54:28,6490254,2022-04-04,11:54:27,F,359,112,285,66,0.607,16.8,0.78
2022-04-04 11:54:38,6500547,2022-04-04,11:54:38,F,360,105,276,90,0.62,23.4,0.78
2022-04-04 11:54:48,6510851,2022-04-04,11:54:48,F,361,101,272,125,0.629,33,0.78
2022-04-04 11:54:59,6521151,2022-04-04,11:54:58,F,362,117,266,190,0.56,44.7,0.78
2022-04-04 11:55:09,6531443,2022-04-04,11:55:09,F,363,138,241,285,0.427,51.1,0.78
2022-04-04 11:55:19,6541747,2022-04-04,11:55:19,F,364,133,198,420,0.328,57.9,0.78
2022-04-04 11:55:30,6552037,2022-04-04,11:55:29,F,365,121,165,625,0.267,70.1,0.78
2022-04-04 11:55:32,6554820,2022-04-04,11:55:32,SLCE,,Light Curve end ,,,,,
2022-04-04 11:56:33,6615376,2022-04-04,11:56:32,SLCS,,Light Curve start ,,,,,
2022-04-04 11:56:33,6615376,2022-04-04,11:56:32,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 57.456 ) ",,,,,
2022-04-04 11:56:33,6615376,2022-04-04,11:56:32,REG2,,"#1: alpha: 0.251, ETRm: 58.334, Ik: 232.152 ",,,,,
2022-04-04 11:56:35,6617027,2022-04-04,11:56:34,FO,366,98,419,0,0.766,0,0.766
2022-04-04 11:56:45,6627333,2022-04-04,11:56:44,F,367,160,409,45,0.609,11.5,0.766
2022-04-04 11:56:55,6637633,2022-04-04,11:56:55,F,368,158,397,66,0.602,16.7,0.766
2022-04-04 11:57:06,6647931,2022-04-04,11:57:05,F,369,156,388,90,0.598,22.6,0.766
2022-04-04 11:57:16,6658227,2022-04-04,11:57:15,F,370,162,379,125,0.573,30.1,0.766
2022-04-04 11:57:26,6668524,2022-04-04,11:57:26,F,371,181,354,190,0.489,39,0.766
2022-04-04 11:57:36,6678825,2022-04-04,11:57:36,F,372,181,297,285,0.391,46.8,0.766
2022-04-04 11:57:47,6689128,2022-04-04,11:57:46,F,373,164,236,420,0.305,53.8,0.766
2022-04-04 11:57:57,6699426,2022-04-04,11:57:57,F,374,145,188,625,0.229,60.1,0.766
2022-04-04 11:58:00,6702252,2022-04-04,11:57:59,SLCE,,Light Curve end ,,,,,
2022-04-04 12:00:02,6824369,2022-04-04,12:00:01,C,,Device lost: #1: JUNIOR-PAM-II ,,,,,
